sku,template_group,template_sub_type,specs_object
700482,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Rail Kirleri"",""reaction_color"":""Mor"",""ph_level"":""Hafif asidik olmayan"",""gel_form"":true,""odor"":""Kiraz"",""acid_free"":true,""volume_ml"":750,""dwell_time_min"":""2-5""}"
700210,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Rail Kirleri"",""reaction_color"":""Mor"",""ph_level"":""Hafif asidik"",""gel_form"":true,""odor"":""Kiraz"",""concentrate"":true,""dilution_ratio"":""Saf veya 1:1 - 1:2"",""volume_lt"":4.54}"
70864,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Fren Tozu / Yağ / Yol Kiri"",""ph_level"":""Nötr (asidik olmayan)"",""gel_form"":true,""antioksidan_film"":true,""acid_free"":true,""phosphate_free"":true,""volume_ml"":750}"
76006,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Fren Tozu / Balata Kiri"",""formulation"":""Enzimli"",""antioksidan_film"":true,""volume_ml"":750}"
MGPS-2019KM,contaminant_solvers,clay_bar,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""material"":""Polibütilen reçine + elastomer"",""weight_gr"":100,""color"":""Mavi"",""hardness"":""Orta (Medium Duty)"",""cars_per_bar"":""10-20"",""compatible_surfaces"":[""Boyalı sac"",""Vernik"",""Cam"",""Krom"",""Alüminyum"",""Şeffaf plastik""]}"
MGPS-2019KH,contaminant_solvers,clay_bar,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""material"":""Polibütilen reçine + elastomer"",""weight_gr"":100,""color"":""Mor"",""hardness"":""Yüksek (Heavy Duty)"",""cars_per_bar"":""10-20"",""compatible_surfaces"":[""Boyalı sac"",""Vernik"",""Cam"",""Krom"",""Alüminyum""]}"
Q2M-BGYA500M,contaminant_solvers,bug_remover,"{""sub_type"":""bug_remover"",""concentrate"":null,""dilution"":null,""dwell_time_minutes"":null,""safe_on_surfaces"":null,""coating_safe"":null,""needs_agitation"":null,""target_dirt"":""Sinek / Böcek / Yol Kiri"",""ph_level"":""Alkali (pH 11)"",""cleaning_power"":""8.5/10"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":""80-150"",""ready_to_use"":true,""volume_ml"":500}"
Q2M-TR500M,contaminant_solvers,tar_glue_remover,"{""sub_type"":""bug_remover"",""concentrate"":null,""dilution"":null,""dwell_time_minutes"":null,""safe_on_surfaces"":null,""coating_safe"":null,""needs_agitation"":null,""target_dirt"":""Zift / Reçine / Tutkal"",""ph_level"":""Nötr"",""voc_content"":""Düşük (LOW VOC)"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-35"",""ready_to_use"":true,""volume_ml"":500}"
Q2M-TR4000M,contaminant_solvers,tar_glue_remover,"{""sub_type"":""bug_remover"",""concentrate"":null,""dilution"":null,""dwell_time_minutes"":null,""safe_on_surfaces"":null,""coating_safe"":null,""needs_agitation"":null,""target_dirt"":""Zift / Reçine / Tutkal"",""ph_level"":""Nötr"",""voc_content"":""Düşük (LOW VOC)"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-35"",""ready_to_use"":true,""volume_ml"":4000}"
Q2M-BGYA1000M,contaminant_solvers,bug_remover,"{""sub_type"":""bug_remover"",""concentrate"":null,""dilution"":null,""dwell_time_minutes"":null,""safe_on_surfaces"":null,""coating_safe"":null,""needs_agitation"":null,""target_dirt"":""Sinek / Böcek / Yol Kiri"",""ph_level"":""Alkali (pH 11)"",""cleaning_power"":""8.5/10"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":""80-150"",""ready_to_use"":true,""volume_ml"":1000}"
79293,contaminant_solvers,tar_glue_remover,"{""sub_type"":""bug_remover"",""concentrate"":null,""dilution"":null,""dwell_time_minutes"":null,""safe_on_surfaces"":null,""coating_safe"":null,""needs_agitation"":null,""target_dirt"":""Zift / Reçine / Yapışkan"",""ph_level"":""Nötr"",""chemical_base"":""Su bazlı"",""solvent_free"":true,""dwell_time_min"":""2-5"",""consumption_ml_per_car"":100,""ready_to_use"":true,""volume_ml"":500}"
Q2M-WSYA1000M,contaminant_solvers,water_spot_remover,"{""sub_type"":""water_spot_remover"",""ph_label"":null,""dwell_time_minutes"":null,""needs_rinse"":null,""safe_on_surfaces"":null,""needs_agitation"":null,""coating_safe"":null,""glass_safe"":null,""target_dirt"":""Kireç / Su Lekesi"",""ph_level"":""Asidik (pH 2)"",""chemical_base"":""Fosforik asit"",""dwell_time_sec"":30,""consumption_ml_per_car"":25,""ready_to_use"":true,""volume_ml"":1000}"
701344,contaminant_solvers,water_spot_remover,"{""sub_type"":""water_spot_remover"",""ph_label"":null,""dwell_time_minutes"":null,""needs_rinse"":null,""safe_on_surfaces"":null,""needs_agitation"":null,""coating_safe"":null,""glass_safe"":null,""target_dirt"":""Kireç / Su Lekesi / Asit Yağmuru / Hafif Oksidasyon"",""ph_level"":""Asidik (pH 1.5)"",""gel_form"":true,""edta_free"":true,""nta_free"":true,""phosphate_free"":true,""consumption_ml_per_car"":150,""consumption_ml_per_panel"":""15-20"",""concentrate"":true,""dilution_ratio"":""Saf veya 1:5"",""volume_ml"":500}"
701350,contaminant_solvers,water_spot_remover,"{""sub_type"":""water_spot_remover"",""ph_label"":null,""dwell_time_minutes"":null,""needs_rinse"":null,""safe_on_surfaces"":null,""needs_agitation"":null,""coating_safe"":null,""glass_safe"":null,""target_dirt"":""Kireç / Su Lekesi / Asit Yağmuru / Hafif Oksidasyon"",""ph_level"":""Asidik (pH 1.5)"",""gel_form"":true,""edta_free"":true,""nta_free"":true,""phosphate_free"":true,""consumption_ml_per_car"":150,""consumption_ml_per_panel"":""15-20"",""concentrate"":true,""dilution_ratio"":""Saf veya 1:5"",""volume_lt"":4.54}"
700888,contaminant_solvers,water_spot_remover,"{""sub_type"":""water_spot_remover"",""ph_label"":null,""dwell_time_minutes"":null,""needs_rinse"":null,""safe_on_surfaces"":null,""needs_agitation"":null,""coating_safe"":null,""glass_safe"":null,""target_dirt"":""Karbon Kiri / Kireç / Fren Tozu"",""ph_level"":""Asidik"",""concentrate"":true,""dilution_ratio"":{""manual"":""1:3 - 1:5"",""automatic"":""10-30 ml/araç""},""weight_kg"":25}"
Q2M-WYA1000M,paint_protection_quick,spray_rinse_sealant,"{""application_method"":""Spray & Rinse (Sık ve Durula)"",""surface_state"":""Wet (Islak)"",""durability_label"":""12 Hafta"",""hydrophobic"":true,""consumption"":""80ml/araç"",""features"":""Anında boncuklanma, temas gerektirmez"",""durability_weeks"":12,""consumption_ml"":80,""sio2_content_percent"":5,""ph_resistance"":""2-11"",""temp_range_c"":""5-35""}"
Q2M-WYA500M,paint_protection_quick,spray_rinse_sealant,"{""application_method"":""Spray & Rinse"",""durability_label"":""12 Hafta"",""hydrophobic"":true,""durability_weeks"":12,""sio2_content_percent"":5,""ph_resistance"":""2-11""}"
79304,paint_protection_quick,spray_rinse_sealant,"{""application_method"":""Spray & Rinse"",""surface_state"":""Wet (Islak)"",""durability_label"":""3 Ay"",""features"":""Kurutma yardımcısı, bez gerektirmez"",""durability_months"":3,""consumption_ml"":80,""ph"":6.5}"
Q2M-CDYA500M,paint_protection_quick,quick_detailer,"{""contains_sio2"":true,""function"":""Parlaklık, Kayganlık, Leke Alma"",""durability_label"":""6 Hafta"",""features"":""Seramik kaplamaları destekler"",""durability_weeks"":6,""consumption_ml"":50,""ph_tolerance"":""4-9"",""application"":""Islak/Kuru""}"
Q2M-QDYA1000M,paint_protection_quick,quick_detailer,"{""contains_sio2"":false,""function"":""Toz alma, Parlatma"",""features"":""Karnauba bazı, kolay silim, leke bırakmaz"",""durability_weeks"":2,""consumption_ml"":50,""ph"":7}"
79301,paint_protection_quick,quick_detailer,"{""function"":""Temizlik ve Koruma"",""features"":""İz bırakmaz, nanoteknoloji uyumlu"",""consumption_ml"":40,""cure_time_hours"":7}"
Q2M-CRYA250M,paint_protection_quick,spray_sealant,"{""contains_sio2"":true,""durability_label"":""6+ Hafta"",""function"":""Seramik kaplama bakımı ve su lekesi önleme"",""application_method"":""Spray & Wipe"",""durability_weeks"":6,""consumption_ml"":30,""ph_tolerance"":""4-9""}"
Q2M-CMR500M,paint_protection_quick,spray_sealant,"{""target_surfaces"":[""Mat Boya"",""Mat PPF""],""finish_effect"":""Mat/Saten"",""features"":""Parlatmadan korur"",""contains_sio2"":true,""durability_weeks"":6,""consumption_ml"":30}"
Q2M-PPFMR500M,paint_protection_quick,spray_sealant,"{""target_surfaces"":[""PPF"",""Vinil""],""contains_sio2"":true,""features"":""Folyoyu besler, sararmayı geciktirir"",""sio2_percent"":5,""durability_weeks"":6,""consumption_ml"":30}"
26.919.271.001,paint_protection_quick,spray_sealant,"{""durability_label"":""3 Ay"",""features"":""Yüksek su iticilik, kolay uygulama"",""durability_months"":3}"
79417,paint_protection_quick,spray_sealant,"{""durability_label"":""4-8 Ay"",""features"":""Güçlü kimyasal direnç, seramik etkisi"",""durability_months_single"":4,""durability_months_with_maintenance"":8,""consumption_ml"":30,""cure_time_hours"":7}"
700097,paint_protection_quick,spray_sealant,"{""durability_label"":""5-9 Ay"",""features"":""Su bazlı, klasik araçlar için güvenli"",""durability_months_single"":5,""durability_months_with_maintenance"":9,""consumption_ml"":30,""cure_time_hours"":7}"
75215,paint_protection_quick,spray_sealant,"{""features"":""Parlatır, korur, su iter. İpek dokunuş."",""application_method"":""Spray & Wipe"",""contains_sio2"":true}"
22.070.261.001,paint_protection_quick,liquid_sealant,"{""durability_label"":""6 Ay+"",""application_method"":""Machine or Hand (Apply & Buff)"",""features"":""Polimer teknolojisi, derin parlaklık"",""durability_months"":6,""abrasiveness"":0,""gloss_level"":10,""filler_free"":true}"
22.870.261.001,paint_protection_quick,liquid_sealant,"{""contains_carnauba"":true,""features"":""Doğal parlaklık ve koruma"",""application_method"":""Machine or Hand"",""abrasiveness"":0,""gloss_level"":10,""filler_free"":true,""base_type"":""Su bazlı""}"
Q2-W175G,paint_protection_quick,paste_wax,"{""form"":""Stick/Paste"",""contains_fluorine"":true,""features"":""Ambalajı sayesinde el değmeden uygulama"",""durability_label"":""Haftalarca"",""durability_months"":6,""cure_time_minutes"":30}"
74062,paint_protection_quick,rinse_wax_concentrate,"{""concentrate"":true,""dilution_ratio"":""1:100"",""features"":""Yıkama sonrası hızlı kurutma cilası"",""scent"":""Vişne""}"
71331,paint_protection_quick,rinse_wax_concentrate,"{""concentrate"":true,""dilution_ratio"":""1:200"",""application_area"":""Profesyonel/Otomatik Yıkama"",""ph"":4.75,""scent"":""Vişne"",""features"":[""Self servis uyumlu"",""Koruyucu ve parlatıcı"",""Ekonomik dozaj"",""Düşük pH""]}"
70545,paint_protection_quick,rinse_wax_concentrate,"{""features"":""Osmoz suyu uyumlu, leke bırakmaz"",""concentrate"":true,""dilution_ratio"":""1:200"",""base_type"":""Alkol bazlı"",""osmosis_compatible"":true}"
75016,paint_protection_quick,quick_detailer,"{""waterless_wash_capability"":true,""features"":""Susuz temizlik ve parlaklık"",""contains_sio2"":true}"
Q2M-WCYA4000M,paint_protection_quick,spray_rinse_sealant,"{""application_method"":""Spray & Rinse"",""application_area"":""Profesyonel/Galon"",""durability_label"":""12 Hafta"",""hydrophobic"":true,""durability_weeks"":12,""sio2_percent"":5,""consumption_ml"":80,""applications_per_bottle"":50,""features"":[""Galon boyut"",""Profesyonel kullanım"",""SiO² teknoloji"",""pH 2-11 dayanım""]}"
78779,paint_protection_quick,rinse_wax_concentrate,"{""application_method"":""Foam Lance / Spray"",""concentrate"":true,""dilution_ratio"":""1:400 (Püskürtme) - 1:15 (Köpük)"",""features"":""Nanoteknoloji, aşınma direnci, ıslak veya kuru kullanım""}"
22.870.281.001,paint_protection_quick,spray_wipe_sealant,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""contains_carnauba"":true,""application_method"":""Machine or Hand"",""abrasiveness"":0,""filler_free"":true,""base_type"":""Su bazlı"",""features"":[""Carnauba wax"",""Islak görünüm"",""250 ml kompakt boyut""]}"
22.070.281.001,paint_protection_quick,spray_wipe_sealant,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""durability_months"":6,""application_method"":""Machine or Hand"",""abrasiveness"":0,""filler_free"":true,""features"":[""Polimer teknoloji"",""Derin parlaklık"",""250 ml kompakt boyut""]}"
22.747.251.001,paint_protection_quick,spray_wipe_sealant,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""application_method"":""Spray & Wipe"",""hydrophobic"":true,""filler_free"":true,""antistatik"":true,""features"":[""3-ü 1 arada"",""Yenileyici ve koruyucu"",""Antistatik etki"",""5L profesyonel boyut""]}"
Q2-QV120M,paint_protection_quick,glass_coating,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""durability_months"":6,""consumption_ml"":30,""ph_resistance"":""2-11"",""contact_angle"":100,""sileceksiz_hiz_kmh"":70,""features"":[""Keçe uçlu tüp"",""6 ay dayanım"",""Sileceksiz görüş"",""Cam spesifik""]}"
Q2M-CDYA1000M,paint_protection_quick,quick_detailer,"{""sub_type"":""quick_detailer"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""durability_weeks"":6,""consumption_ml"":50,""ph_tolerance"":""4-9"",""application_method"":""Islak / Kuru"",""features"":[""Seramik hidrofobi takviyesi"",""SiO² içerik"",""Islak/kuru esneklik"",""Düşük tüketim""]}"
Q2M-QDYA500M,paint_protection_quick,quick_detailer,"{""sub_type"":""quick_detailer"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""durability_weeks"":2,""consumption_ml"":50,""ph"":7,""application_method"":""Islak / Kuru"",""features"":[""Anında parlaklık"",""Ultra kaygan film"",""Leke giderici"",""Kaplama dostu""]}"
Q2M-TOTR500M,paint_protection_quick,wax_remover,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""consumption_ml"":100,""ph"":""Nötr"",""dwell_time_seconds"":""30-90"",""mat_safe"":true,""features"":[""Tam katman sökücü"",""Boya ve mat güvenli"",""Polisajsız düzeltme"",""Hızlı etki""]}"
Q2M-TOTR1000M,paint_protection_quick,wax_remover,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""consumption_ml"":100,""applications_per_bottle"":10,""ph"":""Nötr"",""dwell_time_seconds"":""30-90"",""mat_safe"":true,""features"":[""Tam katman sökücü"",""1L profesyonel boyut"",""Polisajsız düzeltme"",""Hızlı etki""]}"
75182,paint_protection_quick,spray_wipe_sealant,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""application_method"":""Spray & Wipe"",""contains_wax"":true,""features"":[""Balmumu içerikli"",""Nano teknoloji"",""Çizilmeye karşı direnç"",""Showroom parlaklığı"",""5L profesyonel boyut""]}"
